Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/us/california-fires-wine-country-napa-valley.html?searchResultPosition=13,U.S,wildfires,Nada,Nada,"Wildfires are raging across Northern California, including in Napa and Sonoma Counties, but locals are used to the danger.",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/obituaries/dr-alyce-gullattee-dead-coronavirus.html?searchResultPosition=14,Obituaries,obituary,Nada,Nada,"Dr. Gullattee, who died of the coronavirus, taught at Howard University and served on White House committees for Presidents Nixon, Ford and Carter.",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/us/tulsa-mayor-election-race.html?searchResultPosition=15,U.S,"Black leaders, race riots",Nada,Nada,"Mayor G.T. Bynum finds himself on the defensive over the presidential campaign, the coronavirus pandemic and the uproar over police abuse.",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/arts/music/coronavirus-concert-experiment.html?searchResultPosition=16,Music,"live events, volunteers",Nada,Nada,"In Germany, volunteers gathered in an arena for an experiment that could help create safety measures for live events around the world.",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/us/politics/coronavirus-data.html?searchResultPosition=17,Politics,medical funding,-1,0,"The Department of Health and Human Services told hospitals in April that reporting to the vendor, TeleTracking Technologies, was a “prerequisite to payment.”",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/briefing/christchurch-china-kabul-tiktok.html?searchResultPosition=18,Briefing,emotional turmoil,-1,0,Monday briefing,,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/world/europe/russia-coronavirus-vaccine.html?searchResultPosition=19,Europe,"Russian vaccine, Sputnik V",Nada,Nada,"Russian officials and scientists dismiss warnings about safety as Western jealousy and sour grapes. But only 24 percent of Russian doctors would take the vaccine, one survey shows",,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/video/us/politics/100000007303177/trump-plasma-coronavirus.html?searchResultPosition=20,Politics,"plasma, pwerful treatment",0,Nada,President Trump said the action would expand access to a “powerful therapy” that uses blood from recovered patients to help those battling the coronavirus.,,
8/23/2020,Eliane,The New York Times,https://www.nytimes.com/2020/08/23/nyregion/nyc-subway-vandalism.html?searchResultPosition=21,New York,vandalism,Nada,Nada,"The vandalism, which harkens back to a period of economic hardship in New York City, comes at a time when the transit agency is facing a staggering financial crisis.",,
8/30/2020,A,The New York Times,https://www.nytimes.com/2020/08/30/opinion/shinzo-abe-resign-japan.html?searchResultPosition=1,Opinion,"Japan, prime minister, resigns, health issues",Nada,Nada,japanese Prime Minister Shinzo Abe’s announcement on Friday that he would resign because of poor health ,,
8/30/2020,A,The New York Times,https://www.nytimes.com/2020/08/30/us/colleges-coronavirus-research.html?searchResultPosition=2,U.S,"reopen colleges, testing strategies, campuses",Nada,0,"The fall of 2020 will go down as a period of profound experimentation at colleges and universities transformed into hothouse laboratories. They are trying out wastewater tests, dozens of health-check apps and versions of homegrown contact technologies that log student movement and exposure risk. And they are experimenting with different testing methods that might yield faster results and be easier to administer, such as using saliva instead of nasal swabs.",,
8/30/2021,A,The New York Times,https://www.nytimes.com/2020/08/30/sports/olympics/pandemic-olympics-training.html?searchResultPosition=3,Olympics,"Backyard Workouts, posponed olympics, disruption, opportunities, rest, heal injuries",Nada,Nada,"Some athletes decided to throw in the towel and resume serious training again in the fall in preparation for the Games next summer. Others said they had begun to reconsider their training habits, especially the value of sleep.",,
8/30/2022,A,The New York Times,https://www.nytimes.com/2020/08/30/sports/tennis/coronavirus-us-open-bubble.html?searchResultPosition=4,Tennis,"U.S open, stadiums without spectators, protocols, other sport events",Nada,Nada,"“We all are going to be challenged mentally, emotionally,” said Novak Djokovic, the world No. 1, who is living in isolation in a rented house. “I’m trying to be open-minded and accept, because this is the only thing I can do right now.”",,
8/30/2023,A,The New York Times,https://www.nytimes.com/2020/08/30/business/steven-mnuchin-trump-economy.html?searchResultPosition=5,Business,"Treasury secretary, stimulus package, saving the economy",-1,Nada,"When the pandemic hit, the task of saving the economy was an opportunity for Mr. Mnuchin to transform himself from an unremarkable Treasury secretary into a national hero. “I never should have signed it,” Mr. Trump bellowed, according to someone who was there. He pointed at his Treasury secretary. “You’re to blame.”",,
8/30/2024,A,The New York Times,https://www.nytimes.com/2020/08/30/health/skin-diseases-black-hispanic.html?searchResultPosition=6,Health,"covid skin problems, dark skins, Covid toe",Nada,Nada,"But almost all of the images depicted glossy pink lesions on white skin. Though people of color have been affected disproportionately by the pandemic, pictures of Covid toes on dark skin were curiously hard to find.",,
8/30/2027,A,The New York Times,https://www.nytimes.com/2020/08/30/health/predict-pandemic-usaid.html?searchResultPosition=9,Health,"Obama's Predict program cut off Trump,  Stop spillover program. American response to pandemics fragmented",-1,0,"“Barack Obama and Joe Biden had a program, called Predict, that tracked emerging diseases in places like China,” she said late in her 20-minute speech. “Trump cut it.” The government agency that let Predict die last October has quietly created a $100 million program with a similar purpose as Predict, but it has a different name. The new program, set to begin in October, will be called Stop Spillover.",,
8/30/2028,A,The New York Times,https://www.nytimes.com/2020/08/30/opinion/letters/coronavirus-college.html?searchResultPosition=10,Letters,"Campus Outbreaks, social activities.",Nada,Nada,Colleges have been winking and nodding at high-risk behaviors for as long as most of us can remember. Not having greater control of on- and off-campus activities was and is a recipe for continued spread of disease and the necessary return to online learning.,,
8/30/2029,A,The New York Times,https://www.nytimes.com/2020/08/30/arts/music/ny-phil-bandwagon.html?searchResultPosition=11,Music,"Philharmonic Returns, park",nada,Nada,"Then he cued a trio of players from the New York Philharmonic, which had not given a public performance since the coronavirus pandemic forced it to close in March. The orchestra made its return with this pop-up, pickup concert from what is being called the NY Phil Bandwagon.",,
8/30/2030,A,The New York Times,https://www.nytimes.com/2020/08/30/us/politics/trump-protests-violence-coronavirus.html?searchResultPosition=12,Politics,"Trump, conspiracy theories, death toll inflated, mocked biden, critiziced Cuomo",-1,plus one,"President Trump unleashed an especially intense barrage of Twitter messages over the weekend, embracing fringe conspiracy theories claiming that the coronavirus death toll has been exaggerated and that street protests are actually an organized coup d’état against him.",,
8/30/2031,A,The New York Times,https://www.nytimes.com/2020/08/30/world/nyameka-goniwe-dead.html?searchResultPosition=13,World,"South Africa’s activist dies, covid negative",Nada,Nada,"Nyameka Goniwe, an activist, politician and social worker who survived the death of her husband in one of apartheid-era South Africa’s most brutal extrajudicial killings and went on to campaign in vain for his assassins to be brought to justice, died on Saturday in Cradock, South Africa. She was 69.",,
8/30/2033,A,The New York Times,https://www.nytimes.com/2020/08/30/us/hurricane-laura-damage.html?searchResultPosition=15,U.S,"Hurricane Laura, Lousiana",0,Nada,"The damage the storm inflicted was so severe that it will be an immense undertaking just to clear debris. But beyond the physical labor, residents were also stepping into the thicket of bureaucracy that follows a hurricane, with insurance claims and applications for government aid. Federal emergency officials said that on Sunday alone, inspectors surveyed more than 200 damaged homes and issued more than $650,000 in assistance.",,
8/30/2034,A,The New York Times,https://www.nytimes.com/2020/08/30/us/politics/2020-year.html?searchResultPosition=16,Politics,"year of tragedy, biblical, plagues",-1,Nada,"It has been a year of tragedy, of catastrophe, of upheaval, a year that has inflicted one blow after another, a year that has filled the morgues, emptied the schools, shuttered the workplaces, swelled the unemployment lines and polarized the electorate.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/at-home/celebrate-jewish-holidays-safely-coronavirus.html?searchResultPosition=1,At home,"Jewish community, conservative",Nada,Nada,"Because of the pandemic, conservative, reform and nontraditional synagogues are streaming services — available free, and to nonmembers",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/us/colleges-coronavirus-students.html?searchResultPosition=2,U.S,"campus, college",0,Nada,The coronavirus is spiking around campuses from Texas to Iowa to North Carolina as students return.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/opinion/coronavirus-covid-symptoms-taste.html?searchResultPosition=3,Opinion,"taste, meals",Nada,Nada,"Many symptoms of Covid-19 were difficult, but losing my ability to taste hurt the most.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/business/family-financial-planning-retirement.html?searchResultPosition=4,Business,retirement,Nada,Nada,"Riding out the pandemic with family presents the perfect chance to lay it all out: priorities, account balances, end-of-life directives.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/business/economy/working-from-home-diversity.html?searchResultPosition=5,Economy,people of color,Nada,Nada,"Without the networks and encounters that offices provide, companies must foster the visibility of Black and Hispanic workers, diversity experts say.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/world/asia/hong-kong-protests-election.html?searchResultPosition=6,Asia Pacific,"demonstration, riot",Nada,Nada,Thousands of officers flooded the streets to stop a demonstration that had been planned to show public anger over the postponement and the imposition of a draconian security law.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/well/live/labor-day-parties-coronavirus.html?searchResultPosition=7,Live,"family gatherings, transmission risk",Nada,Nada,"After past holiday weekends caused spikes in Covid-19 cases, public health officials are urging people to keep gatherings small, outdoors and masked.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/health/coronavirus-rapid-test.html?searchResultPosition=8,Health,fast-and-frequent testing,Nada,Nada,Daily Coronavirus Testing at Home,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/world/covid-coronavirus.html?searchResultPosition=9,World,"vaccine, at home testing",-1,Nada,"The state’s share of positive tests has stayed below 1 percent for 30 straight days, Gov. Andrew M. Cuomo said, though he urged caution amid Labor Day celebrations. India surpassed Brazil to become the country with the second-highest number of cases.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/opinion/labor-unions-republicans.html?searchResultPosition=10,Opinion,Communism,-1,Nda,Support for unions is rising. The G.O.P. might want to be part of that.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/interactive/2020/09/06/us/alabama-prisons-extortion-practices.html?searchResultPosition=11,U.S,"cellphones, inmates, prisons",Nada,Nada,Families say they have been threatened by call and text into sending thousands of dollars to protect loved ones on the inside. Some suffered anyway.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/business/schools-outdoor-gear.html?searchResultPosition=12,Business,"an all-outdoor curriculum, outdoor education,  traditional indoor instruction",Nada,Nada,Some outdoor-oriented companies are starting new product lines or repurposing existing ones to capitalize on how the pandemic has changed the normal educational experience.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/briefing/hong-kong-india-typhoon-haishen.html?searchResultPosition=13,Briefing,"protests,  distance learning",0,Nada,Monday Briefing,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/us/census-count.html?searchResultPosition=14,U.S,census,-1,Nada,The Census Bureau had begun ending its count in places where it considered its job done. But a lawsuit claims that stopping now will result in a flawed count.,,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/health/covid-flu-testing.html?searchResultPosition=15,Health,testing,Nada,Nada,"New regulations require a ramp-up in testing for patients with symptoms, as well as people who weren’t tested before they died.",,
9/6/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/06/sports/tennis/US-Open-Matteo-Berrettini-fan.html?searchResultPosition=16,Tennis,"restaurant, fire",Nada,Nada,"Giovanni Bartocci has had a 2020-type year, including enduring a fire that closed down his East Village restaurant, but he is still there to cheer the tennis player Matteo Berrettini.",,
,,,,,,,,,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/sports/new-york-city-marathon.html?searchResultPosition=1,Sports,Marathon,Nada,Nada,"There won’t be a New York City Marathon this year, but we can celebrate the anniversary of the first one, held on Sept. 13, 1970.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/world/asia/philippines-us-marine-transgender-woman.html?searchResultPosition=2,Asia Pacific,deported,Nada,Nada,Lance Cpl. Joseph Scott Pemberton was formally deported and flown out on a U.S. military plane. His pardon by President Rodrigo Duterte has drawn anger from activists.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/interactive/2020/09/13/us/coronavirus-cases-midwest.html?searchResultPosition=3,U.S,"upticks, Tracking ",Nada,Nada,"Case numbers surged in the Northeast this spring. They spiked early this summer in the South and the West. And now, even as parts of the country experience rapid improvement, reports of new infections have soared in the Midwest.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/reader-center/coronavirus-testing-children.html?searchResultPosition=4,Reader Center,"America’s testing infrastructure,  testing for children",Nada,Nada,"After another child at my son’s day care tested positive, I ran into obstacle after obstacle trying to get him a test. I quickly learned I wasn’t alone among concerned parents of young children.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/health/covid-fever-checks-dining.html?searchResultPosition=5,Health,"Temperature checks, thermometer guns",Nada,0,"The practice of taking temperatures is becoming de rigueur in many workplaces and restaurants, even though federal health officials say they are of limited value.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/wildfires-schools-coronavirus.html?searchResultPosition=6,U.S,"school burned to the ground, wildfire season",Nada,Nada,"After wildfires consumed an entire town, students and teachers who had planned for remote classes found some comfort in staying connected amid the chaos.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/politics/Minnesota-poll-Biden-Trump.html?searchResultPosition=7,Politics,a campaign event,-1,Nada,Minnesota was a near miss for Donald Trump in 2016. But new polling shows him well behind where he finished four years ago in a state he views as a prime pickup opportunity.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/politics/usaid-coronavirus-trump.html?searchResultPosition=8,Politics,humanitarian aid,-1,Nada,Aggressive oversight of the aid agency by political appointees at the White House and the State Department has delayed humanitarian aid when the world needs it most.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/business/dealbook/milton-friedman-essay-anniversary.html?searchResultPosition=9,Dealbook,Friedman,Nada,Nada,DealBook teamed up with The Times Magazine to revisit the legacy of the so-called Friedman Doctrine in a special issue out today in print,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/world/coronavirus-covid-19.html?searchResultPosition=10,World,"play down, campaign",-1,0,"Infections in Britain have spiked back up to levels not seen in months. After a fire razed a refugee camp in Greece, homeless migrants fear what’s next.

",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/sports/tennis/us-open-photography.html?searchResultPosition=11,Tennis,match,Nada,Nada, A U.S Open with empty seats,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/texas-virus-data.html?searchResultPosition=12,U.S,"Inconsistencies, data problems",Nada,0,"Delays, discrepancies and abrupt leaps in coronavirus case and death counts in Texas have baffled residents and frustrated local officials. ",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/arts/music/shanghai-quartet-lawsuit-china.html?searchResultPosition=13,Music,"Social media, distorted",Nada,Nada,"In a lawsuit filed in New Jersey, a former member of the well-known Shanghai Quartet said he had been dumped after a remark he made on social media was misinterpreted as an ethnic slur.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/science/coronavirus-vaccine-trials.html?searchResultPosition=14,Science,"coronavirus vaccine, AstraZeneca",-1,Nada,Researchers say drug companies need to be more open about how vaccine trials are run to reassure Americans who are skittish about getting a coronavirus vaccine.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/briefing/japan-northkorea-kamala-harris-china.html?searchResultPosition=15,Briefing,"women, reopen schools",Nada,Nada,Monday briefing,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/world/middleeast/israel-second-lockdown.html?searchResultPosition=16,Middle East,"he eve of the Jewish New Year holiday, lockdown, widespread restrictions",Nada,Nada,Citizens will be confined to within 500 meters of their homes for at least three weeks in an effort to contain the spread of coronavirus.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/world/europe/camp-fire-greece-migrants.html?searchResultPosition=17,Europe,"fires, humanitarian disaster, refugee camp",Nada,Nada,"The camp, already a bleak emblem of Europe’s migrant policy, was locked down after a coronavirus outbreak, prompting some asylum seekers to set fires that left thousands homeless.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/sports/tennis/us-open-wheelchair-finals.html?searchResultPosition=18,Tennis,"United States Open, wheelchair tournament",Nada,Nada,The wheelchair tournaments were initially canceled before a backlash from players prompted the United States Tennis Association to change its mind.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/politics/california-fires-trump-climate-change.html?searchResultPosition=19,Politics,"a warming planet, greenhouse gas emissions",-1,Nada,A president who has mocked climate change and pushed policies that accelerate it is set to be briefed on the scorched earth and ash-filled skies that experts say are the predictable result.,,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/technology/tiktok-microsoft-oracle-bytedance.html?searchResultPosition=20,Technology,TikTok,-1,Nada,"The moves came as the clock ticks down on President Trump’s executive order to block the Chinese-owned social media app.


42",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/us/politics/guantanamo-coronavirus-quarantine.html?searchResultPosition=21,Politics,"retired, complaint",Nada,Nada,"Eric Kerska, whose daughter was deployed to the base, said he was alarmed by the isolation of young soldiers on their first tour as a coronavirus precaution.",,
9/13/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/13/opinion/activism-trump-masks-climate.html?searchResultPosition=22,Opinion,"downplayed, Trump rallies",-1,Nada,Trump has lied about the virus,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/19/world/australia/fire-lessons-south-coast.html?searchResultPosition=1,Australia,fires,Nada,Nada,Australia’s South Coast was hammered by last year’s fires. Now it’s time to prepare for another fire season.,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/us/school-covid-reopening.html?searchResultPosition=2,U.S,in-person and remote instruction,Nada,Nada,Cajon Valley in California is doing something that many lower-income districts have postponed: offering in-person instruction.,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/briefing/ruth-bader-ginsburg-tiktok-emmys.html?searchResultPosition=3,Briefing,"nominate, presidential campaign",-1,Nada,Weekend briefing,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/world/covid-coronavirus.html?searchResultPosition=4,World,"second wave, protests, restrictions",-1,0,New Zealand says it will ease its virus measures. Lockdowns return as Europe faces a second wave.,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/world/asia/china-tv-women-coronavirus.html?searchResultPosition=5,Asia Pacific,front-line workers,Nada,Nada,"A scene from a state-sponsored show extolled men who volunteered but played down women’s contributions. Internet users are calling for the show to be pulled from the air.

",,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/world/americas/cuba-economy.html?searchResultPosition=6,Americas,Cuban government,-1,Nada,"The island was able to control the coronavirus, but the dearth of tourists in the pandemic’s wake strangled an economy already damaged by mismanagement and U.S. sanctions.",,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/opinion/2020-election-security-voting.html?searchResultPosition=7,Opinion,"voters, poll workers",Nada,Nada,The 2020 election is underway. Not just the campaign — the actual voting has already begun.,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/us/covid-deaths.html?searchResultPosition=8,U.S,"loved, pain",0,Nada,Those left behind must grieve in a country still firmly gripped by the coronavirus pandemic. ,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/us/coronavirus-us-update.html?searchResultPosition=9,U.S,a resurgence,Nada,Nada,"At least 73 countries are seeing surges in newly detected cases, and in regions where cold weather is approaching, worries are mounting.

",,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/briefing/ginsburg-us-coronavirus-south-korea-wechat.html?searchResultPosition=10,Briefing,"election battle, viris tracking, protests",-1,Nada,Monday briefing,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/health/covid-vaccine-trump.html?searchResultPosition=11,Health,coronavirus vaccine,-1,0,The administration’s experts tried to find a way to support both the president and the reality of scientific and medical constraints he doesn’t always recognize.,,
9/20/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/20/insider/front-page-200k-deaths.html?searchResultPosition=12,Times Insider,"loss, flag",Nada,Nada,"Shane Reilly plants a flag for each Texan who dies of the coronavirus. As the national death toll nears 200,000, The New York Times used an image of his memorial to illustrate the staggering scale of loss.",,
,,,,,,,,,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/26/at-home/movies-and-museums-return-risks.html?searchResultPosition=1,At Home,cultural attractions,Nada,Nada,"Cultural attractions are reopening across the country. If you decide to see a film or take in an exhibit, know the risks and take precautions.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/26/at-home/use-the-renters-market-to-your-advantage.html?searchResultPosition=2,At Home,shortcomings,Nada,Nada,There’s nothing like being stuck inside for months on end to make you notice your home’s shortcomings,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/26/at-home/maintain-peace-in-school-pods.html?searchResultPosition=3,At Home,learning pod,Nada,Nada,"Managing your child’s remote learning in conjunction with other parents can produce tensions over issues like splitting payments for a private teacher, unexpected expenses, health risks outside the pod, kids’ differing behavior or even the logistics of snacks and drop-off times.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/world/europe/scotland-gold.html?searchResultPosition=4,Europe,"gold, mine",Nada,Nada,"With prices for the precious metal surging, amateur prospectors are fanning out over the Scottish countryside, while the nation’s first commercial mine is set to start production.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/briefing/amy-coney-barrett-election-day-french-open-your-weekend-briefing.html?searchResultPosition=5,Briefing,"presidential campaign, election, coronavirus vaccine",-1,Nada,Weekend briefing,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/world/covid-19-coronavirus.html?searchResultPosition=6,World,vaccie guidelines,-1,0,"The number of lives lost to the virus is nearing one million, and new hot spots keep emerging. The U.S., Brazil, India and Mexico account for more than half of the total.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/video/world/australia/100000007363642/melbourne-coronavirus-lockdown.html?searchResultPosition=7,Australia,lockdown restrictions,Nada,Nada,"Premier Dan Andrews of the Australian state of Victoria said Melbourne’s curfew would end at 5 a.m. on Monday, and outdoor gatherings with a limit of five people from no more than two households would be allowed.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/world/asia/covid-19-india-children-school-education-labor.html?searchResultPosition=8,Asia Pacific,"illegal, child labor",Nada,Nada,"Former students are taking illegal and often dangerous jobs in India and other developing countries, potentially rolling back years of progress in social mobility and public health.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/health/coronavirus-transmission-indoors.html?searchResultPosition=9,Health,"restrained, resurge, indoor spaces",Nada,0,"Tips for dodging the virus as Americans retreat from colder weather: Open the windows, buy an air filter — and forget the UV lights.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/us/lockdown-blogger-finds-an-audience-covid-quarantine-scarf-aid.html?searchResultPosition=10,U.S,readers,Nada,Nada,"Writing every day for weeks on end, an 86-Year-Old Blogger appealed to readers across the world.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/opinion/letters/covid-congress-tenants-landlords.html?searchResultPosition=11,Letters,"tenants, landlords",-1,0,The president of the American Bar Association urges congressional action “to prevent housing instability.” Also: A president without honor; coronavirus testing.,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/opinion/letters/amy-coney-barrett-supreme-court.html?searchResultPosition=12,Letters,"Democrats, boycott",-1,Nada,"Readers offer different ideas about how the Democrats should act: accept the inevitable, boycott the hearing and vote, judge her qualifications, not beliefs.",,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/briefing/coronavirus-xinjiang-supreme-court.html?searchResultPosition=13,Briefing,"painful milestone, child labor",0,Nada,Monday briefing,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/us/sat-test-coronavirus.html?searchResultPosition=14,U.S,SAT,Nada,Nada,The coronavirus presents a daunting new test for SAT takers,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/opinion/trump-debates-2020.html?searchResultPosition=15,Opinion,presidential debates,-1,Nada,Presidential debates,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/opinion/pbs-50th-anniversary.html?searchResultPosition=16,Opinion,PBS,Nada,Nada,Next month will mark 50 years of television that aims to educate and unite.,,
9/27/2020,Eliane,The New York Times,https://www.nytimes.com/2020/09/27/sports/joe-montana-kidnapping.html?searchResultPosition=17,Sports,kidnap,Nada,Nada,"A woman entered the Malibu, Calif., home of the former N.F.L. star on Saturday afternoon and took the child from a playpen, officials said.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/03/us/politics/white-house-trump-health.html?searchResultPosition=1,Politics,"president's health, misleading information",-1,Nada,Conflicting accounts of the president’s condition underline the fact that the public does not have a definitive answer about the president’s health.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/03/at-home/coronavirus-flu-symptoms.html?searchResultPosition=2,At home,"disese, flu, Covid",Nada,Nada,"As influenza season approaches, some Americans, and especially parents, are worried that, if they or their children should become ill, it may not be easy to know which disease they have — the flu or Covid-19.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/03/at-home/celebrate-halloween-from-your-car.html?searchResultPosition=3,At home,Halloween,Nada,Nada,Drive-in horror film screenings and fright-night experiences are popping up around the country for a pandemic-safe holiday.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/world/to-ward-off-pessimism-about-his-health-trump-releases-a-video-from-the-hospital.html?searchResultPosition=4,World,conficting reports,0,Nada,President Trump released a video update on his health from Walter Reed National Military Medical Center. The message came after a day of confusing reports.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/world/mike-pompeo-cuts-visits-to-south-korea-and-mongolia-from-his-asia-trip.html?searchResultPosition=5,World,trip,0,Nada,Mr. Pompeo alluded to the possibility of curtailing his Asia visit because of the novel coronavirus infections in the president’s circle.,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/arts/television/snl-jim-carrey-biden-premiere-chris-rock.html?searchResultPosition=6,Television,parody,-1,Nada,"Chris Rock hosted the first live episode since “S.N.L.” was driven from its studio by the coronavirus, and the show didn’t hold back on jokes about President Trump’s diagnosis.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/briefing/trump-covid-nfl-leaf-peeping.html?searchResultPosition=7,Briefing,"status, inner circle",-1,Nada,Weekend briefing,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/world/president-trump-undergoing-an-experimental-antiviral-treatment-spends-a-third-day-in-the-hospital.html?searchResultPosition=8,World,medical condition,-1,Nada,"A barrage of conflicting accounts created confusion about his medical condition. Mr. Trump released a video from Walter Reed National Military Medical Center in Bethesda, Md., projecting optimism.",,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/business/the-week-in-business-economy-trump-coronavirus.html?searchResultPosition=9,Business,tax returns,-1,0,the business and tech news you need to know for the week ahead,,
10/4/2020,Eliane,The New York Times,https://www.nytimes.com/2020/10/04/world/europe/pope-francis-coronavirus-response.html?searchResultPosition=10,Europe,"global cooperation, pope",Nada,Nada,"In an encyclical, the most authoritative form of papal teaching, Francis lamented poor cooperation among countries and warned the forces of “myopic, extremist, resentful and aggressive nationalism are on the rise.”",,
